user_id,churn_probability,risk_level
user_3ed73787,1.0,High Risk
user_3ee0a470,1.0,High Risk
user_3ee717c8,0.9668026333355247,High Risk
user_3eef7c2d,1.0,High Risk
user_3ef368f0,1.0,High Risk
user_3efb90d4,1.0,High Risk
user_3efdc60b,1.0,High Risk
user_3f0471c6,0.9714991317190834,High Risk
user_3f0c1984,0.0037541431614660126,Low Risk
user_3f13d921,1.0,High Risk
user_3f1f562b,1.0,High Risk
user_3f20ea2b,1.0,High Risk
user_3f2aa2f1,1.0,High Risk
user_3f2c57bb,0.9959455422794118,High Risk
user_3f431d02,1.0,High Risk
user_3f458f23,1.0,High Risk
user_3f5316ca,1.0,High Risk
user_3f5b1eb9,1.0,High Risk
user_3f61966f,1.0,High Risk
user_3f659eca,1.0,High Risk
user_3f7191e4,1.0,High Risk
user_3f786bfe,0.9988824321114717,High Risk
user_3f78b269,0.9941310493929819,High Risk
user_3f7b4eca,1.0,High Risk
user_3f7c8ff8,1.0,High Risk
user_3f8085b5,1.0,High Risk
user_3f8992f7,0.9910499619579001,High Risk
user_3f919af6,1.0,High Risk
user_3f94b2b4,1.0,High Risk
user_3f950c16,0.010678818579447524,Low Risk
user_3f9c7816,0.969577634578827,High Risk
user_3fa0a184,0.9988824321114717,High Risk
user_3fa68792,0.943196314636691,High Risk
user_3faa3229,1.0,High Risk
user_3fb8664b,1.0,High Risk
user_3fc23868,1.0,High Risk
user_3fc7a5e1,1.0,High Risk
user_3fc9ba9a,1.0,High Risk
user_3fca90b4,1.0,High Risk
user_3fd155b3,1.0,High Risk
user_3fe50b4f,1.0,High Risk
user_3fe94a84,1.0,High Risk
user_3fec4323,0.99,High Risk
user_3fee6942,0.0,
user_3fefb92d,1.0,High Risk
user_3ff025b5,1.0,High Risk
user_3ff2f668,0.0007918156006649711,Low Risk
user_3ff697fe,0.9988824321114717,High Risk
user_3ff6ff38,1.0,High Risk
user_3ffc4c2e,1.0,High Risk
user_3ffd85d6,0.054155551824387554,Low Risk
user_40121c66,1.0,High Risk
user_4020ab6f,1.0,High Risk
user_40234285,1.0,High Risk
user_4025603d,1.0,High Risk
user_40367cca,1.0,High Risk
user_403931b9,1.0,High Risk
user_403ee68c,1.0,High Risk
user_4042ef89,1.0,High Risk
user_40435dc0,1.0,High Risk
user_4053a3b4,1.0,High Risk
user_405d16af,1.0,High Risk
user_40666bc8,1.0,High Risk
user_407ec1e0,1.0,High Risk
user_4083f73d,1.0,High Risk
user_40867424,1.0,High Risk
user_408a32d0,1.0,High Risk
user_409b0867,1.0,High Risk
user_40a4f5f4,1.0,High Risk
user_40ab5771,0.0,
user_40af938d,1.0,High Risk
user_40b5c6ca,1.0,High Risk
user_40c91bb0,1.0,High Risk
user_40cb0125,0.0002142928447042381,Low Risk
user_40d45c6b,1.0,High Risk
user_40dc9433,1.0,High Risk
user_40e049f9,0.9921490545050057,High Risk
user_40fe6ec3,1.0,High Risk
user_4100ab7d,0.9952707049048513,High Risk
user_4106a1c1,0.0254244308769885,Low Risk
user_4106be24,1.0,High Risk
user_410a8fe6,0.0,
user_410d8a26,0.0009554318209118524,Low Risk
user_411adc0d,1.0,High Risk
user_4122fed4,1.0,High Risk
user_41232f11,0.9731779813736549,High Risk
user_41271bab,1.0,High Risk
user_412e83b1,1.0,High Risk
user_41363b1c,1.0,High Risk
user_41396dc1,0.99,High Risk
user_414781cb,1.0,High Risk
user_41520baf,0.9888824321114718,High Risk
user_415389f6,1.0,High Risk
user_4169f8cf,1.0,High Risk
user_416fa01a,1.0,High Risk
user_417b0f62,1.0,High Risk
user_417dbe87,1.0,High Risk
user_417f1a45,1.0,High Risk
user_41809597,1.0,High Risk
user_41823aef,0.9905116718777781,High Risk
user_41838353,0.000947062189449682,Low Risk
user_419a6d46,1.0,High Risk
user_419b1692,1.0,High Risk
user_419d75b9,0.9067213929513109,High Risk
user_41b7f73f,0.9929106916935007,High Risk
user_41c4ba97,1.0,High Risk
user_41c6388d,0.10826718677349825,Low Risk
user_41cea178,1.0,High Risk
user_41d1b5cc,1.0,High Risk
user_41d22731,0.986883065263138,High Risk
user_41da71fd,0.9814966694714529,High Risk
user_41df30ed,0.9415935223616451,High Risk
user_41e4b7dd,1.0,High Risk
user_41e6ffb1,1.0,High Risk
user_41e72302,1.0,High Risk
user_41e7605c,1.0,High Risk
user_41f28a45,1.0,High Risk
user_41fa6391,0.9464701483337271,High Risk
user_41fbdecc,0.9822141253465262,High Risk
user_4202c3a8,1.0,High Risk
user_421151b5,1.0,High Risk
user_421b93c1,0.8154965269372149,High Risk
user_421e4bcd,1.0,High Risk
user_421f5c32,1.0,High Risk
user_4225b52b,1.0,High Risk
user_4227e2f9,1.0,High Risk
user_42314406,0.9915565505690945,High Risk
user_423a05b8,0.9772883290049259,High Risk
user_423e20d0,1.0,High Risk
user_4244f261,0.9072904736419176,High Risk
user_42451461,0.0,
user_424da312,1.0,High Risk
user_424df9d4,1.0,High Risk
user_424ed4ae,1.0,High Risk
user_424faf04,1.0,High Risk
user_42544014,1.0,High Risk
user_4254e839,1.0,High Risk
user_42589bab,1.0,High Risk
user_42615e01,1.0,High Risk
user_426f38ec,1.0,High Risk
user_427342d9,1.0,High Risk
user_427633c4,1.0,High Risk
user_427a7c04,1.0,High Risk
user_428731df,1.0,High Risk
user_4289ec13,1.0,High Risk
user_428bffe4,1.0,High Risk
user_4290fbe6,1.0,High Risk
user_4296628f,0.9911822238086739,High Risk
user_42975a94,1.0,High Risk
user_42c29a70,1.0,High Risk
user_42cd1ea4,1.0,High Risk
user_42d22eeb,1.0,High Risk
user_42d9b414,0.9839669953476136,High Risk
user_42dd3dd6,0.9907253613666228,High Risk
user_42dd736e,1.0,High Risk
user_42ec1362,1.0,High Risk
user_42ee6df4,1.0,High Risk
user_42f09772,0.0,
user_42f26c99,1.0,High Risk
user_42fa8b8b,1.0,High Risk
user_42fd3119,0.9721320452122155,High Risk
user_4300860e,1.0,High Risk
user_430491b3,1.0,High Risk
user_430cb964,1.0,High Risk
user_430eafdf,1.0,High Risk
user_431ac05c,1.0,High Risk
user_431fb14c,1.0,High Risk
user_432a9908,0.8846928503580733,High Risk
user_432f354c,0.984251840236723,High Risk
user_4341cc9c,0.9874131721931373,High Risk
user_434445d0,0.9693836676969407,High Risk
user_434c8107,0.9938487014118877,High Risk
user_4352198d,1.0,High Risk
user_435554a1,0.956674328078148,High Risk
user_4359aa87,1.0,High Risk
user_435c2765,0.0522365843285644,Low Risk
user_43661c2e,1.0,High Risk
user_437391f8,0.9866695677846997,High Risk
user_4378651a,1.0,High Risk
user_4379c79c,1.0,High Risk
user_437d8ae9,0.9934785579823852,High Risk
user_43823761,0.10438468240819228,Low Risk
user_4393f666,1.0,High Risk
user_4399fa7f,1.0,High Risk
user_439c4330,0.9923829052449817,High Risk
user_43aa2ded,1.0,High Risk
user_43bab44b,1.0,High Risk
user_43d177df,1.0,High Risk
user_43db8923,1.0,High Risk
user_43dee75b,1.0,High Risk
user_43e2341e,0.9914963855421687,High Risk
user_43e2ae53,1.0,High Risk
user_43ebe6b3,0.98,High Risk
user_43f0022b,0.16263126026022756,Low Risk
user_440a5b50,0.9913734460120129,High Risk
user_440a610c,0.9860698507202642,High Risk
user_440d5f6a,0.03543923759942436,Low Risk
user_4411ef7e,1.0,High Risk
user_441bf7f6,0.9873590358094583,High Risk
user_44306fd0,1.0,High Risk
user_44357cb6,1.0,High Risk
user_44370368,1.0,High Risk
user_4438b9a0,1.0,High Risk
user_4446bcd8,0.9693730379526895,High Risk
user_444bac62,1.0,High Risk
user_444f9511,1.0,High Risk
user_445e0866,0.9988824321114717,High Risk
user_445f72f8,0.9496142355618857,High Risk
user_4465b0aa,1.0,High Risk
user_4466b9a1,1.0,High Risk
user_44680094,0.9010832006408412,High Risk
user_4477d0b2,0.014506896140150953,Low Risk
user_447878c8,1.0,High Risk
user_44871107,1.0,High Risk
user_448a06fc,0.8670441812665017,High Risk
user_448ceb98,1.0,High Risk
user_449ffb8c,0.9927908972054257,High Risk
user_44ae1fca,1.0,High Risk
user_44b7f19c,1.0,High Risk
user_44bfa524,1.0,High Risk
user_44c01820,1.0,High Risk
user_44c49421,1.0,High Risk
user_44d9c817,0.9782638894923903,High Risk
user_44df4c8c,1.0,High Risk
user_44e17403,1.0,High Risk
user_44e49675,1.0,High Risk
user_44ea37b7,1.0,High Risk
user_452740bf,1.0,High Risk
user_452dd45c,1.0,High Risk
user_453e998f,1.0,High Risk
user_454a392a,1.0,High Risk
user_454b9fa5,1.0,High Risk
user_45518ef5,1.0,High Risk
user_455500c9,0.97616709190337,High Risk
user_45621215,1.0,High Risk
user_456bf29a,1.0,High Risk
user_456cefdf,1.0,High Risk
user_4570990e,1.0,High Risk
user_458d5044,1.0,High Risk
user_45918097,0.9573965839219083,High Risk
user_45992af2,0.981123536735453,High Risk
user_459dac6d,1.0,High Risk
user_459e91af,1.0,High Risk
user_45b4720d,1.0,High Risk
user_45b4d981,1.0,High Risk
user_45bb32f0,0.9784235200756912,High Risk
user_45bd294e,1.0,High Risk
user_45d149f8,1.0,High Risk
user_45d615ed,0.9988824321114717,High Risk
user_45d78e0f,1.0,High Risk
user_45d82051,0.9914963855421687,High Risk
user_45e689ff,1.0,High Risk
user_45e8f93c,1.0,High Risk
user_45f387d2,0.9510861508031344,High Risk
user_45f87c05,0.9988824321114717,High Risk
user_45fc1e44,1.0,High Risk
user_4601d88e,1.0,High Risk
user_46053b0f,0.9924392072844135,High Risk
user_460a96a4,0.9900694304919342,High Risk
user_462294b3,0.977063274429161,High Risk
user_46265c13,1.0,High Risk
user_4630fe5c,0.9988824321114717,High Risk
user_4634a54f,0.9870407608750006,High Risk
user_46352e2a,0.9930077273627899,High Risk
user_463830c1,1.0,High Risk
user_4642303d,1.0,High Risk
user_46445a7a,1.0,High Risk
user_4644e4e6,1.0,High Risk
user_464a10ca,1.0,High Risk
user_464a2b90,1.0,High Risk
user_464d9967,0.9988824321114717,High Risk
user_465b7a07,1.0,High Risk
user_465f15d3,1.0,High Risk
user_466b531a,0.9664986462732643,High Risk
user_4677abd0,1.0,High Risk
user_467857f4,0.0010237424604028474,Low Risk
user_4696bb98,1.0,High Risk
user_46a3e3d5,0.9945961258709134,High Risk
user_46a9172f,1.0,High Risk
user_46b012cb,1.0,High Risk
user_46b4d25a,1.0,High Risk
user_46bdfc5a,1.0,High Risk
user_46bff0f5,1.0,High Risk
user_46c73d3e,1.0,High Risk
user_46cd2bac,0.9988824321114717,High Risk
user_46d00271,0.9910027279912296,High Risk
user_46d14207,1.0,High Risk
user_46d860ae,0.05719412424535461,Low Risk
user_46f1ebf7,1.0,High Risk
user_46f22f69,0.8573471846310625,High Risk
user_46f6f89b,1.0,High Risk
user_46fc2029,0.9713595216615696,High Risk
user_47095574,1.0,High Risk
user_470f7e9a,1.0,High Risk
user_4715fb28,1.0,High Risk
user_471ad811,1.0,High Risk
user_471c00ed,1.0,High Risk
user_47205854,1.0,High Risk
user_4724750c,0.9988824321114717,High Risk
user_4726b00c,1.0,High Risk
user_473452a7,0.9843732838049847,High Risk
user_473780b1,1.0,High Risk
user_473d8540,1.0,High Risk
user_473f7643,1.0,High Risk
user_474570f0,1.0,High Risk
user_474bce86,0.08425623701281448,Low Risk
user_47538a4b,0.9918901594742614,High Risk
user_475683c6,1.0,High Risk
user_4762a0cb,1.0,High Risk
user_476b0cb8,1.0,High Risk
user_476d717b,1.0,High Risk
user_476e7004,1.0,High Risk
user_4771af75,1.0,High Risk
user_4773084c,4.864293267536129e-05,Low Risk
user_4777cd67,0.9744536406520515,High Risk
user_477c78d6,1.0,High Risk
user_4780d1da,1.0,High Risk
user_4784d7cf,1.0,High Risk
user_47878bc2,0.9909136719755766,High Risk
user_478f786f,0.9025545480857505,High Risk
user_479e566e,0.9566395447826221,High Risk
user_47b7d27d,1.0,High Risk
user_47be9304,1.0,High Risk
user_47c2f099,1.0,High Risk
user_47c40807,1.0,High Risk
user_47cb9276,1.0,High Risk
user_47d3f0f2,1.0,High Risk
user_47ddf1e5,1.0,High Risk
user_47ef5b82,1.0,High Risk
user_47f22d1e,1.0,High Risk
user_4805af8a,1.0,High Risk
user_4807170f,0.9848354770048566,High Risk
user_480bf17d,1.0,High Risk
user_480d6678,0.0007731669966010534,Low Risk
user_480f6dec,1.0,High Risk
user_481502d7,1.0,High Risk
user_4825e7a1,1.0,High Risk
user_483caada,1.0,High Risk
user_48412a50,1.0,High Risk
user_484752b1,1.0,High Risk
user_4855bc7c,0.9917700559701492,High Risk
user_485c4d7f,1.0,High Risk
user_4862f9ba,1.0,High Risk
user_486f2a04,1.0,High Risk
user_487637d5,0.9879204738835654,High Risk
user_48785776,1.0,High Risk
user_4879d681,1.0,High Risk
user_48825b00,1.0,High Risk
user_488370e7,1.0,High Risk
user_488c1ac0,0.8894798958185249,High Risk
user_48987b9f,1.0,High Risk
user_489ae8ff,1.0,High Risk
user_489ede34,1.0,High Risk
user_489f37c7,1.0,High Risk
user_48a0628d,1.0,High Risk
user_48ae3fe9,1.0,High Risk
user_48bd7c19,1.0,High Risk
user_48c8967f,1.0,High Risk
user_48ca8a4b,1.0,High Risk
user_48d17db8,0.991278882985296,High Risk
user_48d51261,1.0,High Risk
user_48dab394,1.0,High Risk
user_48dcbcab,1.0,High Risk
user_48ddff91,0.9902994748339867,High Risk
user_48df85c6,1.0,High Risk
user_48eb74cf,0.9837895968773965,High Risk
user_48ebf075,1.0,High Risk
user_48fe9c42,1.0,High Risk
user_49105458,1.0,High Risk
user_491bd59c,1.0,High Risk
user_491c2def,1.0,High Risk
user_492e4bbc,1.0,High Risk
user_492f6727,1.0,High Risk
user_493b2f82,1.0,High Risk
user_493dd1c4,1.0,High Risk
user_493e74d8,0.9817433538857054,High Risk
user_493f4b3a,1.0,High Risk
user_495444be,0.9839607695111343,High Risk
user_49560f41,1.0,High Risk
user_496043d2,1.0,High Risk
user_496456ac,0.9934785579823852,High Risk
user_496c76e7,1.0,High Risk
user_496da203,4.864293267536129e-05,Low Risk
user_497d4816,1.0,High Risk
user_4985e829,1.0,High Risk
user_4986c262,1.0,High Risk
user_498b4aee,1.0,High Risk
user_498de1d6,1.0,High Risk
user_4991e2f9,1.0,High Risk
user_4998cee6,1.0,High Risk
user_49993064,0.9431327954347067,High Risk
user_499a37f6,0.0,
user_499dca69,1.0,High Risk
user_49a2e6b5,0.01,Low Risk
user_49b9908e,1.0,High Risk
user_49bbf29b,0.0002142928447042381,Low Risk
user_49d76839,1.0,High Risk
user_49dd46d8,0.99392180502928,High Risk
user_49e01d4d,0.9743690564857035,High Risk
user_49e0da4b,1.0,High Risk
user_49edc5af,1.0,High Risk
user_49f00806,1.0,High Risk
user_49f6f739,1.0,High Risk
user_4a05088a,1.0,High Risk
user_4a07dbbe,1.0,High Risk
user_4a0a28f1,1.0,High Risk
user_4a14c712,0.9837900770483158,High Risk
user_4a1bf2b7,1.0,High Risk
user_4a22a94b,1.0,High Risk
user_4a240f67,0.9853808692365255,High Risk
user_4a2545ec,1.0,High Risk
user_4a3280ab,1.0,High Risk
user_4a3742b6,0.996129633691599,High Risk
user_4a39fcdd,1.0,High Risk
user_4a413aa7,0.9714144031840766,High Risk
user_4a4663be,1.0,High Risk
user_4a488ff8,1.0,High Risk
user_4a4b39f7,0.0007259647224823533,Low Risk
user_4a58768a,0.9622474808510159,High Risk
user_4a59f43e,1.0,High Risk
user_4a6575c6,1.0,High Risk
user_4a71b315,1.0,High Risk
user_4a76722e,1.0,High Risk
user_4a822646,1.0,High Risk
user_4a82bed7,0.9906061170708333,High Risk
user_4a94863d,1.0,High Risk
user_4a9bfc47,1.0,High Risk
user_4a9cc62e,1.0,High Risk
user_4a9fab25,1.0,High Risk
user_4aa049d8,1.0,High Risk
user_4aa234a8,1.0,High Risk
user_4aa57e2b,1.0,High Risk
user_4aab1a27,1.0,High Risk
user_4ab1ff59,1.0,High Risk
user_4ab298e7,0.0,
user_4ab368f1,0.996129633691599,High Risk
user_4ab4f6ef,1.0,High Risk
user_4ab84b1a,1.0,High Risk
user_4abaa5ff,1.0,High Risk
user_4abd8f39,1.0,High Risk
user_4ac00ac1,0.9866027560969186,High Risk
user_4ad4af85,1.0,High Risk
user_4adcbcf4,0.1216719030523984,Low Risk
user_4adf77bc,1.0,High Risk
user_4ae5ec35,1.0,High Risk
user_4aeafccd,0.0115997805840817,Low Risk
user_4aee6ab4,1.0,High Risk
user_4b02800c,1.0,High Risk
user_4b03c294,1.0,High Risk
user_4b116770,1.0,High Risk
user_4b13f3e3,1.0,High Risk
user_4b14fc22,1.0,High Risk
user_4b18e4c0,1.0,High Risk
user_4b1dd276,0.9807259647224824,High Risk
user_4b2239a9,0.99392180502928,High Risk
user_4b27ef45,1.0,High Risk
user_4b2ca114,1.0,High Risk
user_4b315ffb,0.9929106916935007,High Risk
user_4b3399f7,1.0,High Risk
user_4b389f4b,1.0,High Risk
user_4b38ceee,1.0,High Risk
user_4b3ecc09,1.0,High Risk
user_4b41a278,0.05710681336312179,Low Risk
user_4b4a0d7b,1.0,High Risk
user_4b6dc9ab,0.027494342073584352,Low Risk
user_4b7b7522,1.0,High Risk
user_4b7f8bbd,1.0,High Risk
user_4b8189a4,1.0,High Risk
user_4b8d59c0,1.0,High Risk
user_4b94d60d,1.0,High Risk
user_4b98a562,1.0,High Risk
user_4ba2348d,0.9521514175240001,High Risk
user_4bac42be,1.0,High Risk
user_4baffb8a,1.0,High Risk
user_4bb1f564,1.0,High Risk
user_4bb5faa9,0.9714991317190834,High Risk
user_4bba405f,1.0,High Risk
user_4bbc0548,1.0,High Risk
user_4bbe5fc7,0.9960397261811244,High Risk
user_4bbf283b,1.0,High Risk
user_4bd013fb,1.0,High Risk
user_4bd260dc,0.9959455422794118,High Risk
user_4bd8237d,1.0,High Risk
user_4bd9b02f,1.0,High Risk
user_4bdfd083,0.9836411936018463,High Risk
user_4be4a958,0.9596858959207708,High Risk
user_4be54ece,1.0,High Risk
user_4bfbf9a5,1.0,High Risk
user_4c0186c6,1.0,High Risk
user_4c05efc7,0.0007259647224823533,Low Risk
user_4c066629,1.0,High Risk
user_4c113d92,1.0,High Risk
user_4c1db9bc,1.0,High Risk
user_4c251818,1.0,High Risk
user_4c3124c2,0.9849861330798171,High Risk
user_4c318f85,1.0,High Risk
user_4c32b40c,1.0,High Risk
user_4c334b56,1.0,High Risk
user_4c3593e0,1.0,High Risk
user_4c48b9a0,0.9505904980423623,High Risk
user_4c4ceac2,1.0,High Risk
user_4c53332e,0.975978528550382,High Risk
user_4c5a4b74,1.0,High Risk
user_4c713074,1.0,High Risk
user_4c7d3533,1.0,High Risk
user_4c7e50b4,1.0,High Risk
user_4c84f452,1.0,High Risk
user_4c8f0ca4,1.0,High Risk
user_4c9136fc,0.984870975424669,High Risk
user_4c991f08,1.0,High Risk
user_4c9c2af0,1.0,High Risk
user_4caff7b4,0.9622474808510159,High Risk
user_4cba67ad,1.0,High Risk
user_4cc724cc,1.0,High Risk
user_4cc990ed,1.0,High Risk
user_4cd73ec8,1.0,High Risk
user_4cdb8711,1.0,High Risk
user_4cdd331d,1.0,High Risk
user_4cecb257,1.0,High Risk
user_4ceef63e,0.9914963855421687,High Risk
user_4cef735b,0.9962155495978553,High Risk
user_4cf7711d,1.0,High Risk
user_4cfa5bf0,1.0,High Risk
user_4cffb0b1,1.0,High Risk
user_4d032d86,1.0,High Risk
user_4d06a768,1.0,High Risk
user_4d079c18,0.9719625531152966,High Risk
user_4d140a2d,1.0,High Risk
user_4d149ab0,1.0,High Risk
user_4d155ca2,1.0,High Risk
user_4d18cf99,1.0,High Risk
user_4d1d1d46,0.9587059667078127,High Risk
user_4d1e42a1,0.9669726686120624,High Risk
user_4d262eba,1.0,High Risk
user_4d2797f2,1.0,High Risk
user_4d3ef6dc,0.9587202139129256,High Risk
user_4d49d0e7,1.0,High Risk
user_4d4cecb3,1.0,High Risk
user_4d4d17ae,1.0,High Risk
user_4d4d1eb3,1.0,High Risk
user_4d540524,1.0,High Risk
user_4d754352,1.0,High Risk
user_4d76e0c9,1.0,High Risk
user_4d77c017,0.9391908520146844,High Risk
user_4d87b724,0.01003831612655428,Low Risk
user_4d944748,1.0,High Risk
user_4d950ba7,0.0,
user_4d96d352,1.0,High Risk
user_4da8f749,1.0,High Risk
user_4dba3c8e,1.0,High Risk
user_4dbaf2ff,1.0,High Risk
user_4dc64062,1.0,High Risk
user_4dc6c3e6,1.0,High Risk
user_4dccafc7,0.9914963855421687,High Risk
user_4dd07420,0.9900324812879537,High Risk
user_4dd2335e,1.0,High Risk
user_4dd717c2,1.0,High Risk
user_4de088f2,1.0,High Risk
user_4e082c47,1.0,High Risk
user_4e08e60f,1.0,High Risk
user_4e103516,1.0,High Risk
user_4e167fb5,0.9914963855421687,High Risk
user_4e1bf331,1.0,High Risk
user_4e1c20c2,0.9956340467648152,High Risk
user_4e1e0bcf,1.0,High Risk
user_4e20e675,0.9452027942056964,High Risk
user_4e23bb27,0.0,
user_4e2fbf37,0.9693709673188289,High Risk
user_4e3a4d2a,1.0,High Risk
user_4e3a6749,1.0,High Risk
user_4e5dc609,1.0,High Risk
user_4e5e6397,1.0,High Risk
user_4e629850,0.9988824321114717,High Risk
user_4e66ccf3,1.0,High Risk
user_4e6d51cd,1.0,High Risk
user_4e73616a,1.0,High Risk
user_4e750dad,1.0,High Risk
user_4e86ab77,1.0,High Risk
user_4e897841,1.0,High Risk
user_4e8be50c,1.0,High Risk
user_4eaa12f2,1.0,High Risk
user_4eab4a21,1.0,High Risk
user_4ebbd208,0.0011235367354530288,Low Risk
user_4ecaa32a,0.8746478218209357,High Risk
user_4ece5714,0.9713320817933158,High Risk
user_4eddc3cf,1.0,High Risk
user_4edf5471,1.0,High Risk
user_4ee939da,1.0,High Risk
user_4eeb4406,1.0,High Risk
user_4ef11046,0.9817963695976302,High Risk
user_4ef246d7,1.0,High Risk
user_4ef5ad04,1.0,High Risk
user_4efde901,1.0,High Risk
user_4f01c081,0.969698511776716,High Risk
user_4f16839c,1.0,High Risk
user_4f1df2e4,1.0,High Risk
user_4f28cc1e,1.0,High Risk
user_4f28f667,1.0,High Risk
user_4f2d9f0f,1.0,High Risk
user_4f35b2df,1.0,High Risk
user_4f493a43,1.0,High Risk
user_4f4b4abf,0.8722767782707446,High Risk
user_4f4ca8df,1.0,High Risk
user_4f530596,1.0,High Risk
user_4f590148,1.0,High Risk
user_4f59b577,1.0,High Risk
user_4f624422,1.0,High Risk
user_4f680508,1.0,High Risk
user_4f684de5,0.0,
user_4f72a889,1.0,High Risk
user_4f73c651,1.0,High Risk
user_4f7a931e,1.0,High Risk
user_4f8476fd,1.0,High Risk
user_4f9632f5,1.0,High Risk
user_4f992456,0.9855348219462171,High Risk
user_4fa5adc3,0.0007259647224823533,Low Risk
user_4fb8fee2,1.0,High Risk
user_4fc0a0dc,1.0,High Risk
user_4fd1b51f,1.0,High Risk
user_4fd89442,1.0,High Risk
user_4fdb8106,1.0,High Risk
user_4feeffa9,1.0,High Risk
user_4fef305c,0.9988824321114717,High Risk
user_4ffcc2ac,1.0,High Risk
user_5001d588,1.0,High Risk
user_5006655a,1.0,High Risk
user_500e54d9,1.0,High Risk
user_501051a5,0.9908361464554661,High Risk
user_50143524,1.0,High Risk
user_5015f315,0.990554068522484,High Risk
user_501cab48,1.0,High Risk
user_502287df,1.0,High Risk
user_5026e082,0.9795329898994026,High Risk
user_502aa4a0,1.0,High Risk
user_502cd6a1,0.8964108103631865,High Risk
user_50361459,1.0,High Risk
user_5038bba5,1.0,High Risk
user_5040c6f8,1.0,High Risk
user_50480eae,1.0,High Risk
user_5048230e,1.0,High Risk
user_504a25fc,0.9914963855421687,High Risk
user_50503331,1.0,High Risk
user_5050bc2a,0.9930077273627899,High Risk
user_50530332,1.0,High Risk
user_50630c7a,0.9933270303488702,High Risk
user_5063739c,0.0002142928447042381,Low Risk
user_5064ac27,1.0,High Risk
user_506ab1aa,1.0,High Risk
user_506ec483,1.0,High Risk
user_50810b59,1.0,High Risk
user_508525a0,1.0,High Risk
user_50854831,1.0,High Risk
user_5098c78a,1.0,High Risk
user_50a1e548,1.0,High Risk
user_50a72cbf,1.0,High Risk
user_50bb1684,1.0,High Risk
user_50c32251,1.0,High Risk
user_50c657bf,0.9741492601719243,High Risk
user_50c91522,1.0,High Risk
user_50ca842c,1.0,High Risk
user_50ce7327,1.0,High Risk
user_50d2957c,1.0,High Risk
user_50d853a5,0.003224029711106169,Low Risk
user_50db5af3,0.9636491736835208,High Risk
user_50dc3063,1.0,High Risk
user_50e18fb0,1.0,High Risk
user_50e2e7bf,0.992088330904607,High Risk
user_50f405b6,1.0,High Risk
user_50f41ea6,0.029753665145592814,Low Risk
user_50fbb006,1.0,High Risk
user_510a9392,1.0,High Risk
user_510b0392,0.000982010036427522,Low Risk
user_51133c1e,1.0,High Risk
user_511981e3,1.0,High Risk
user_512536c4,1.0,High Risk
user_5126e636,1.0,High Risk
user_51292ed4,1.0,High Risk
user_512c79f7,1.0,High Risk
user_51359062,0.9953983570217759,High Risk
user_515220d1,0.9652773618796199,High Risk
user_515b5650,1.0,High Risk
user_515c4ad9,1.0,High Risk
user_516217f5,1.0,High Risk
user_516ff1f1,0.9931020328381548,High Risk
user_5179b3bf,1.0,High Risk
user_517f674e,1.0,High Risk
user_51806a47,1.0,High Risk
user_518b35e8,0.0,
user_518b744e,1.0,High Risk
user_518bb420,1.0,High Risk
user_5195662e,1.0,High Risk
user_51975bff,1.0,High Risk
user_519d47cb,0.0,
user_519f4cfa,1.0,High Risk
user_51a607bc,1.0,High Risk
user_51aa78be,0.9868830652631378,High Risk
user_51accbf5,0.9945961258709134,High Risk
user_51ba7544,1.0,High Risk
user_51c2e6b5,1.0,High Risk
user_51c4c06d,1.0,High Risk
user_51d0fb16,1.0,High Risk
user_51d1d08f,1.0,High Risk
user_51d3dea4,1.0,High Risk
user_51df009a,1.0,High Risk
user_51f4f17f,1.0,High Risk
user_51fd92f8,1.0,High Risk
user_52060b7c,0.9789102333997528,High Risk
user_52260e11,0.0,
user_523092c5,1.0,High Risk
user_52388446,1.0,High Risk
user_52395a4a,0.9203649474878526,High Risk
user_523da5c4,1.0,High Risk
user_523fa3bc,1.0,High Risk
user_524364da,1.0,High Risk
user_5247703f,1.0,High Risk
user_524cbb00,1.0,High Risk
user_5259d899,1.0,High Risk
user_525ff010,0.044086608321644925,Low Risk
user_5267b23f,1.0,High Risk
user_52687040,1.0,High Risk
user_526b8383,1.0,High Risk
user_52759299,0.9942303605002861,High Risk
user_5275cc28,1.0,High Risk
user_528441a1,1.0,High Risk
user_528b2155,1.0,High Risk
user_528ed3c7,1.0,High Risk
user_529be53e,1.0,High Risk
user_52a4dedb,1.0,High Risk
user_52c7a5fa,1.0,High Risk
user_52c86746,1.0,High Risk
user_52d881aa,1.0,High Risk
user_52db5341,1.0,High Risk
user_52e6d4e0,1.0,High Risk
user_52ed8571,0.990554068522484,High Risk
user_52ee7b42,1.0,High Risk
user_52f8ce19,0.9934785579823852,High Risk
user_52fdacf1,0.9945961258709134,High Risk
user_52fe56ff,1.0,High Risk
user_52ffac10,1.0,High Risk
user_53036776,1.0,High Risk
user_530d08f3,1.0,High Risk
user_5318b0d4,1.0,High Risk
user_531a56d3,1.0,High Risk
user_53275d05,0.9805603148104534,High Risk
user_532cbdb1,0.9988824321114717,High Risk
user_533710ff,1.0,High Risk
user_5339755b,1.0,High Risk
user_533f38fd,1.0,High Risk
user_534143e8,1.0,High Risk
user_53414511,1.0,High Risk
user_534305c2,0.870454793049705,High Risk
user_53459302,1.0,High Risk
user_53483d05,1.0,High Risk
user_535008a2,1.0,High Risk
user_535831f5,1.0,High Risk
